,0
1389,No tiene datos
1390,No tiene datos
1391,No tiene datos
1392,No tiene datos
1393,No tiene datos
1394,51
1395,No tiene datos
1396,94
1397,No tiene datos
1398,No tiene datos
1399,No tiene datos
1400,75
1401,No tiene datos
1402,No tiene datos
1403,No tiene datos
1404,No tiene datos
1405,No tiene datos
1406,No tiene datos
1407,No tiene datos
1408,No tiene datos
1409,No tiene datos
1410,No tiene datos
1411,No tiene datos
1412,No tiene datos
1413,No tiene datos
1414,No tiene datos
1415,No tiene datos
1416,No tiene datos
1417,No tiene datos
1418,No tiene datos
1419,No tiene datos
1420,No tiene datos
1421,No tiene datos
1422,No tiene datos
1423,No tiene datos
1424,No tiene datos
1425,No tiene datos
1426,No tiene datos
1427,63
1428,87
1429,No tiene datos
1430,No tiene datos
1431,No tiene datos
1432,No tiene datos
1433,No tiene datos
1434,No tiene datos
1435,28
1436,36
1437,23
1438,No tiene datos
1439,71
1440,No tiene datos
1441,No tiene datos
1442,No tiene datos
1443,No tiene datos
1444,60
1445,No tiene datos
1446,49
1447,88
1448,No tiene datos
1449,93
1450,No tiene datos
1451,No tiene datos
1452,No tiene datos
1453,No tiene datos
1454,18
1455,84
1456,No tiene datos
1457,No tiene datos
1458,No tiene datos
1459,No tiene datos
1460,No tiene datos
1461,16
1462,67
1463,No tiene datos
1464,No tiene datos
1465,No tiene datos
1466,No tiene datos
1467,9
1468,42
1469,No tiene datos
1470,No tiene datos
1471,No tiene datos
1472,No tiene datos
1473,No tiene datos
1474,No tiene datos
1475,No tiene datos
1476,No tiene datos
1477,No tiene datos
1478,No tiene datos
1479,82
1480,No tiene datos
1481,No tiene datos
1482,No tiene datos
1483,No tiene datos
1484,No tiene datos
1485,9
1486,No tiene datos
1487,No tiene datos
1488,96
1489,No tiene datos
1490,No tiene datos
1491,No tiene datos
1492,9
1493,No tiene datos
1494,No tiene datos
1495,No tiene datos
1496,No tiene datos
1497,No tiene datos
1498,No tiene datos
1499,80
1500,No tiene datos
1501,No tiene datos
1502,No tiene datos
1503,No tiene datos
1504,88
1505,No tiene datos
1506,61
1507,No tiene datos
1508,No tiene datos
1509,No tiene datos
1510,14
1511,No tiene datos
1512,No tiene datos
1513,93
1514,85
1515,No tiene datos
1516,52
1517,No tiene datos
1518,No tiene datos
1519,31
1520,No tiene datos
1521,65
1522,No tiene datos
1523,16
1524,No tiene datos
1525,68
1526,No tiene datos
1527,No tiene datos
1528,No tiene datos
1529,No tiene datos
1530,No tiene datos
1531,64
1532,No tiene datos
1533,5
1534,No tiene datos
1535,42
1536,No tiene datos
1537,No tiene datos
1538,No tiene datos
1539,9
1540,80
1541,No tiene datos
1542,No tiene datos
1543,95
1544,No tiene datos
1545,No tiene datos
1546,No tiene datos
1547,No tiene datos
1548,No tiene datos
1549,48
1550,No tiene datos
1551,100
1552,No tiene datos
1553,69
1554,No tiene datos
1555,60
1556,No tiene datos
1557,80
1558,No tiene datos
1559,No tiene datos
1560,No tiene datos
1561,No tiene datos
1562,No tiene datos
1563,No tiene datos
1564,No tiene datos
1565,No tiene datos
1566,14
1567,No tiene datos
1568,No tiene datos
1569,40
1570,No tiene datos
1571,No tiene datos
1572,No tiene datos
1573,No tiene datos
1574,No tiene datos
1575,No tiene datos
1576,No tiene datos
1577,86
1578,No tiene datos
1579,No tiene datos
1580,No tiene datos
1581,No tiene datos
1582,9
1583,No tiene datos
1584,No tiene datos
1585,No tiene datos
1586,No tiene datos
1587,No tiene datos
1588,No tiene datos
1589,No tiene datos
1590,17
1591,20
1592,No tiene datos
1593,No tiene datos
1594,No tiene datos
1595,56
1596,13
1597,No tiene datos
1598,No tiene datos
1599,No tiene datos
1600,69
1601,No tiene datos
1602,No tiene datos
1603,No tiene datos
1604,No tiene datos
1605,94
1606,No tiene datos
1607,No tiene datos
1608,No tiene datos
1609,No tiene datos
1610,No tiene datos
1611,No tiene datos
1612,No tiene datos
1613,No tiene datos
1614,No tiene datos
1615,No tiene datos
1616,No tiene datos
1617,No tiene datos
1618,No tiene datos
1619,No tiene datos
1620,No tiene datos
1621,No tiene datos
1622,No tiene datos
1623,No tiene datos
1624,No tiene datos
1625,43
1626,64
1627,No tiene datos
1628,No tiene datos
1629,No tiene datos
1630,No tiene datos
1631,No tiene datos
1632,No tiene datos
1633,57
1634,No tiene datos
1635,78
1636,No tiene datos
1637,No tiene datos
1638,No tiene datos
